pelicula,genero,duracion,fecha_estreno,reparto_principal,calificacion,fecha_resena,contenido_resena,sentimiento
84. Your Name.,N/A,Tiempo de ejecución,2016,"Ryûnosuke Kamiki, Mone Kamishiraishi, Ryo Narita",10,8 sep 2016,"So the movie is named ""Your name?"" and its a perfect title, it doesn't reveal anything about the content and yet it caught my interest. I tend to watch animated movies because they have so much more to offer at the same time it is a tougher competition.

The story line is really good, why? Well it you are open minded it will be pretty easy to follow and accept what is going on, question about how and why get answered by themselves if you believe it is possible. Regarding the animation it give you what your mainstream point of view of Japans architecture, nature, culture and society, all from how they dress to the body language etc. The music, sound effects and voice actor/actress amplifies the emotions and guides you from start till end. There are plenty of a messages and it makes me thing about me and everything living around me, where I come from and where I am going. Regarding the character development its spot on, no more information was needed then what was provided, we are limited but at the same time free to make our own thought.

I wish to say thank you to everyone who have supported and/or worked with this piece of art, they should feel really proud of themselves, it is an honor that you shared it with us (the viewers). Thank you!",0.3307936507936508
84. Your Name.,N/A,Tiempo de ejecución,2016,"Ryûnosuke Kamiki, Mone Kamishiraishi, Ryo Narita",10,10 ago 2016,"Kimi no Nawa is up there with the quality of work Studio Ghibli makes. It's a journey in a world breathing with atmosphere, mystery, and visual wonder. A journey about growth and resilience in the face of overwhelming odds. A journey about human emotion that transcends space and time, as we watch our two protagonists struggle relentlessly against fate. A journey that might just be one of the most captivating anime movie experiences I've had in years.

Director Makoto Shinkai's artistry is something people tend to love or hate, but this film is solid proof to all of his disdainful critics that his movies were never ""just eye candy"". They explore the nature of life and relationships in quiet ways rarely seen or discussed, which is why most of them are not fast-paced or action packed...and why they are so beautiful. But even if you're not a fan of this kind of style with its major use of metaphorical imagery and mixture of subtle and explosive emotions, definitely give Kimi no Nawa a chance. This is by far his most ambitious, original movie in many ways. For instance, there's an actual mystical element to the story apart from his previous films that are set purely on realism. The pacing is a lot faster and intense. There's a surprising amount of humor in the script, making the chemistry between the characters more light-hearted and comically entertaining than expected. All of this is done through a narrative vision so emotional, so brilliantly realized, that I'm pretty sure everyone at the Anime Expo world premiere screening was tearing up, including me.

Without spoiling, what mainly drives this film's story is the dynamics of our main characters' relationship. The way these two interact is just so unique and lovable. The premise itself allows them to bond on a more personal level, far more intriguing than the usual teenage love story where boy meets girl, boy likes girl, boy gets girl. Eventually, you become so invested in their strange relationship, that when all the action goes down, it's no longer just suspenseful - it's almost heartbreaking.

Editing and sound design play a HUGE role in this immersion. There's rarely a single dull moment because of how gripping and emotionally driven the timing of every cut is. The sound design combined with a beautiful music score is outstanding - subtle and moving when creating atmosphere, powerful at times of dramatic conflict. In fact, the same can be said for pretty much all of the visual aesthetics - which if I haven't already mentioned, are amazing. This is a prime example of astonishingly jaw-dropping animation combined with powerful storytelling.

Kimi no Nawa is not just any anime movie. It has the potential to be viewed and studied as art cinema. It's so beautifully crafted and meticulously detailed, I feel like I didn't even cover 80% of its greatness in this review. To do that, I would have to make a spoiler analysis review, and to do that, I would probably have to see the movie again, maybe a couple more times before I can fully appreciate this nearly flawless masterpiece.

I know I sound like I'm fanboying, but as a film student and anime fan for many years, I'm being fully honest here - if Director Makoto Shinkai keeps this kind of quality up, he is going to be an even bigger name in the anime industry for years to come. Remember Your Name long enough until it's available in your country, if you're not seeing it in Japan theaters. Because trust me, you're not going to forget it. 10/10",0.25029525699168553
84. Your Name.,N/A,Tiempo de ejecución,2016,"Ryûnosuke Kamiki, Mone Kamishiraishi, Ryo Narita",7,10 nov 2017,"As an avid follower of the works of Studio Ghibli, this film had much to live up to, especially considering its deeper themes and the exploration of a different, more subtle sort of romance between two individuals separated by time and space. Unfortunately, this film turned out exactly as I expected and feared, with an interesting storyline and basis, yet the characters, dialogue, and overall crafting of the story itself detracted from the overall quality. I will focus mainly on the negatives in this review, as there are a plethora of other reviews that seem to only focus on the highlights.

The main issue that I had with Your Name was the script. Having seen it both in the original Japanese with English subtitles, and also dubbed (on my second viewing) with the English voice actors, I was really hoping for the proper brevity and gravity that Studio Ghibli so constantly delivers. However, I was met with the characters stuck in an endless loop of telling viewers what they were feeling, and especially in the more intimate moments of the film, where this could have been left more to the viewers deduction – if someone is crying for a particular reason, it is often best left for the viewers to decide why; the character does not always need to vocalise their feeling in order to convey them. For this reason, I felt that I had very little attachment to the characters in a setting where attachment to the characters was vital.

Furthermore, I believe that very little of the humour in this movie worked for the better. As I stated before, in a movie as heartfelt and intimate as this, the dialogue and the humour should be handled with the utmost care, and most of the time throughout the movie, I felt as if it took you away from the story – by all means, there certainly would be moments of humour when a boy switches bodies with a girl and vice versa, but humour was not the purpose of this movie, and this should have been respected.

One last, and slightly more subjective gripe, but I found the music choices to often be contradictory and 'annoying,' to say the least. I understand that the montage sequence, set to an upbeat pop/rock song is a common event in the world of anime, and having seen many anime outside of Studio Ghibli myself, I understand and respect this. However, with a movie such as your name, I found it only broke apart the emotional storyline, and in many ways, lost some of the viewers investment in the story. The piano sequence (the main theme, I believe?) was beautiful; why not exclusively keep the orchestral/piano score throughout the entire movie? Overall, Your Name was a very solid attempt at a very difficult premise, with beautiful visuals, a poorly handled storyline, and not much else. 7/10",0.08395873252430629
84. Your Name.,N/A,Tiempo de ejecución,2016,"Ryûnosuke Kamiki, Mone Kamishiraishi, Ryo Narita",10,8 dic 2016,"'Your Name' is not just one of the best animes in recent years (and there have been some very good ones), but one of the best animes ever from personal opinion.

Will go even further, saying it's one of the best animated films in recent years, one of the best animated or otherwise films of the year and that it rivals the masterworks of Miyazaki. This is a huge compliment, for any anime, animated film or even any film, and a bold claim that still stands. Much of it is to do with how 'Your Name's' stayed with me and the impact it's had, a film once seen but never forgotten.

The animation in 'Your Name' is stunning, so beautifully and intricately drawn with immaculate attention to detail in the backgrounds and a simply breath-taking array of ethereal but also atmospheric colours. The music fits the film's atmosphere with no problem at all and also works wonders as a soundtrack on its own, serving superbly as music on its own.

Meanwhile, the script is thought-provoking and touching, with much to say and explored expertly and neatly with no heavy-handedness. The storytelling engages throughout, sucks one into its world and never lets go of the immersing and is enormously heartfelt, really investing in the characters' chemistry and their love for each other. Pacing is deliberate, but never drags due to the emotional impact and how well realised the characters are, even when noticeably slower in the second half.

Characters, and the film's themes, are brilliantly written and developed, and the voice acting is emotive and fit the characters with no qualms.

In summary, a truly magnificent film all round that will be remembered for years to come. Deserves all the raves it's gotten, and deserving of even more. 10/10 Bethany Cox",0.3532478632478632
84. Your Name.,N/A,Tiempo de ejecución,2016,"Ryûnosuke Kamiki, Mone Kamishiraishi, Ryo Narita",7,5 mar 2017,"I think most of us can safely say that as far as pure direction and art go, Makoto Shinkai's popular new movie called ""Your Name"" has taken the world by storm. As of now, it has won several large prizes and it's praised by casual watchers and critics alike.

There is no doubt that this is in fact one of Makoto Shinkai's most beautiful pieces of art as far as pure visual fidelity goes. That, in combination with its engrossing soundtrack just allows the movie to speak to the heart directly. This often means that people will refrain from criticising this movie, and i find myself being a lone bird flying in the opposite direction of all the others when it comes to this movie.

The issue i have with this movie doesn't lie in its art, or in its direction. It more lies within the lack of depth in the story itself. Makoto Shinkai is known for using repetitive settings in his movies, as they do tend to sell well.

I just wish Makoto Shinkai would have been a bit more creative in his writing, rather than making me think ""oh, it's this again. Not very original."" The story is confusing, but once i figured it out it didn't leave me lost in thought and i was honestly disappointed.

That being said, Your Name is still a solid movie with stunning animation and I'd recommend you try watching it yourself. It's not very long and it's definitely worth a watch purely because it looks stunning.",0.1906168831168831
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",9,19 nov 2011,"I asked my co-workers to recommend a Bollywood movie. I expected ""Dumb and Dumber"" by the title. It wasn't that at all. It is more of an inspirational comedy with some serious but good messages. A more accurate title would have been ""The Legend of Rancho"".

Odd to me is that they speak in part English, part Hindi through the movie, kinda like some speak ""Spanglish"" here I suppose. I know none of the actors but the acting was good, and there was plenty of humor. The characters were believable. Most movie dancing I find a little silly but I even liked the dancing routines in the bathroom.

I will be asking my co-workers for more recommendations after this one!",0.21458333333333335
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",9,1 oct 2020,"Like Dead Poets Society but with Robin Williams as a student and some extra tonic and spice thrown in for good measure. Serious, sad and silly, often concurrently but overwhelmingly very, very funny and engaging, as engineering students at an Indian college end up teaching as much as they learn. Who could disagree with the distinction between education and learning while recognising the often sizable gulf that exists between the two after watching this. Who would dissuade those with aspiration and passion from pursuing their dreams and goals. Weighing in not too shy of three hours you'll be shocked how quickly the time flies as your attention is vacuumed up and your view of the world turned on its head, or inverted, depending what you've learned.",-0.06458333333333333
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",9,23 dic 2009,"""Whatever the problem in life is... just say to yourself 'Aal Izz Well'.. This wont solve your problems but it will give the courage to face it.."" ""Chase Excellence and success will follow"".. "" Life is not about getting marks, grades but chasing your dreams"".. These are the golden rules which 3 IDIOTS teaches you in a very light and entertaining way.. The movie makes you laugh and in the process you learn many golden rules which can alter your life in a big manner...

3 actors from the path-breaking blockbuster RANG DE BASANTI( Aamir, Sharman, Madhvan) team up together with Rajkumar Hirani.. It couldn't get bigger! Loosely based on blockbuster novel ' Five Point Someone ' by Chetan Bhagat the movie deals with the present education system in India that whether getting more marks and better grades is better than gaining knowledge and is mugging up everything more useful than understanding it..

The movie has many hilarious scenes and everyone in the film form Aamir to Boman Irani to Omi Vaidya were superb in their roles.. Aamir has outdone himself.. Never in the film he has looked 44 year old... Film's music sounds mediocre but when viewed on the screen then the music sounds perfect.. Cinematography is awesome and so is the direction.. Raju Hirani's screenplay(you can easily ignore a few loose points) is a masterpiece and the film will achieve cult status for engineering students in a short period of time.. It has the soul which Five Point Someone had.. It is easily Aamir Khan's finest film to date.. The film's climax is fantabulous and is a shocker.. It takes everyone by surprise...

To conclude 3 IDIOTS has the potential to break all records and sweep all awards.. Watch it... You will Love it...

My Rating: 9/10

Thanks and Regards",0.2494794094794094
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",10,1 jun 2011,"It's hard for me to review this film, as I have not seen a huge number of Indian films--probably no more than a couple dozen. Most of the ones I've seen were wonderfully entertaining but I am far from an expert on Bollywood. Because of this, I have a hard time knowing how good this film is relative to other films from this country. So, consider this when you read this review. This may be among the very best India has to offer or it just seems that way to me.

Like so many Indian films, this is a very, very long film--with a run-time of almost three hours. When a movie is bad or just okay, this can seem like forever, but since ""3 Idiots"" is a very, very good film I loved its length. And, like most films of the genre, it has its share of the usual singing and dancing so foreign to films from other countries. One thing you should know, however, is that defining the type of film it is isn't really easy. Much of it is a comedy, but it also has many poignant moments (keep the Kleenex nearby), some existential moments where they explore the meaning of life and work and it's also a tender film about friendship. And, as my daughter pointed out when she saw the film, she loved that the men in the movie are not afraid to cry--something you rarely see in western films.

As for the plot, it's very long and involved and I could recount what occurs. But I don't want to spoil a single wonderful moment, so my advice is just sit back and watch--and if you give it a chance, I can almost guarantee you'll have a great time with this poignant and funny film. Wonderful and well worth your time--with a delightful script, wonderful characters and lots of moments that made me smile...and a few that brought me to tears. See this film.",0.25556122448979596
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",10,14 jun 2021,"When I was 13, I had my first movie-love; There was nothing that compared to this movie; Nobody could eva stop me watchn this cult; It had me goin crazy, oh I was star-struck!

Watched every weekend, didn't need no other work; Made me laugh made me cry made me become what I am today; Inspired me, motivated me to achieve success every day;

I was choking in the crowd, it made me roar aloud; I was nowhere in my career, it made me a flourisher; I used to be havin a bad time, it took me to cloud nine; I was in pieces, it fixed me; It made me a it made me a believer, believer.

I was in pieces, it fixed me.

It gave me another chance, I grew up once again Na na na.... Na na na.... Na na na.... Na na nana na....",-0.04218749999999999
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",10,18 feb 2011,N/A,0.0
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",10,8 sep 2013,"Awesome film man. Saw this with my family in a theatre. Worth every penny n worth every minute. Never seen such an amazing film from Bollywood. What is so great about the movie is that it moves you, it gives you hope. It is a simple film, yet it has an everlasting message. The last 30 mins were beautifully shot. Very good direction by Hirani. The star cast is good n Aamir khan steals the show. The editing is top notch. U don't feel bore for even a sec. Awesome screenplay. It's hands down the best film in the history of Bollywood.",0.4815277777777778
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",10,1 may 2021,N/A,0.0
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",8,28 feb 2011,"I'm from the Philippines. For years, I have always been curious about Indian cinema. I've seen clips of Indian films on cable TV and to be honest...I just don't get it. I don't get all the silly dancing and singing in almost all movies. I find it so corny and irrelevant to the story. But don't get me wrong, Philippine movies back in the 80's were also filled with corny singing and dancing. But we have gone past those and transitioned into movie-making based on good scripts...rather than cheesy story lines.

When a friend of mine recommended this movie, I haven't really heard of it. I thought it was a Hollywood release but it wasn't. It was a Bollywood movie. He said it was really funny, so out of curiosity, I got hold of a copy.

My first thought was that it was nothing but a silly story of 3 guys doing slapstick comedy that I have all seen before. When they started singing ""All iz well.."" I told myself... I knew it! Just what I thought.

But as the movie progressed...I was amazed at the intelligence embedded in this movie. I was so impressed with the smart dialogues delivered by Amir Khan. It was so mature and thought-provoking. The life crisis all of them were in... the pressures at school..the pressures from society and the pressures from family as well... they rang so true. I was even at one time crying my heart out. I can't believe it! All the preconceived notions about a Bollywood movie were obliterated. I was so moved by this picture and I have no regrets seeing it.",0.034464285714285704
85. 3 Idiots,N/A,Tiempo de ejecución,2009,"Aamir Khan, Madhavan, Mona Singh",N/A,23 dic 2009,"I was lucky to see the first day show of 3 idiots on Thursday in Dubai. Well the title of this post says it all. The movie is an example of classic film making. brilliant and highly entertaining.

Watch 3 idiots for a) amir khan's incredible acting b) intelligent and highly energatic screenplay & direction (Rajkumar Hirani has done it yet again!) c) amazing chemistry among actors, d) some of the best comedy scenes coming from Indian cinema in a long time and e) a heart warming story which keeps you spell binded right till the end.

I would rate it as among the best from amir khan (which obviously means among the very best from bollywood. I would also give a lot of credit to the director rajkumar hirani, who after this movie (and his previous munna bhai series) should rank as among the top in bollywood too. 9/10.",0.27709750566893426
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",7,14 oct 2019,N/A,0.0
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",9,4 oct 2019,"The movie affects you in a way that makes it physically painful to experience, but in a good way.",0.0
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",7,5 oct 2019,"I thought this film was good but I just don't get the hype personally. The acting was amazing and the film was good overall but I think 'masterpiece' and 'film of the year' are a bit overused throughout the reviews. In no way did I dislike this film, I thought it was really good, just overhyped. I feel as though a lot of the 10/10 reviews are purely based on the fact that it already has amazing reviews and so people want to carry the praise further and that it is about the joker. If this film was released and was about some random guy in the same situation, I don't think the reviews would be as high but maybe that's the point.",0.24417582417582423
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",10,2 oct 2019,"Every once in a while a movie comes, that truly makes an impact. Joaquin's performance and scenography in all it's brilliance. Grotesque, haunting and cringy. Hard to watch at times,... but so mesmerizing, you won't blink an eye watching it. Tragic, but with seriously funny moments. Emotional rollercoaster - sometimes, with multiple emotions popping-up at the same time.

this is far from a typical action-riddled predictable super-hero movie - it's a proper psychological thriller/drama, with the single best character development I have ever seen.",-0.025317460317460315
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",10,6 oct 2019,"This is a movie that only those who have felt alone and isolated can truly relate to it. You understand the motive and you feel sorry for the character. A lot of people will see this movie and think that it encourages violence. But truly, this movie should encourage each and every one of us to become a better person, treat everyone with respect and make each other feel like they belong in this world, instead of making them feel isolated.",-0.03125
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",10,31 ago 2019,"Truly a masterpiece, The Best Hollywood film of 2019, one of the Best films of the decade... And truly the Best film to bring a comic book so chillingly and realistically to real ife. Remarkable Direction, Cinematography, Music and the Acting. Some people are surprised to find it DISTURBING and VIOLENT, but it's a necessity and message. It's about society and reflects those underappreciated/unrecognized/bullied people, proving they can do something too. The way it shows class difference, corruption and how rich and talented rule others around them is not exaggerated and that's what makes it different. It's BELIEVABLE. There could be multiple JOKERs living in our society that could shake those around them in much bitter way than the film shows making people uncomforting people. Consider this a wake up call, a message, but first a film. A PERFECT film.",0.27375000000000005
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",10,31 ago 2019,"Joaquin Phoenix gives a tour de force performance, fearless and stunning in its emotional depth and physicality. It's impossible to talk about this without referencing Heath Ledger's Oscar-winning performance from The Dark Knight, widely considered the definitive live-action portrayal of the Joker, so let's talk about it. The fact is, everyone is going to be stunned by what Phoenix accomplishes, because it's what many thought impossible - a portrayal that matches and potentially exceeds that of The Dark Knight's Clown Prince of Crime",-0.08148148148148147
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",10,3 oct 2019,"Most of the time movies are anticipated like this they end up falling short, way short. Joker is the first time I was more than happy with the hype. Please ignore the complaints of ""pernicious violence"" as they are embarrassing to say the least. We haven't seen a comic movie this real before. If we ever ""deserved"" a better class of criminal - Phillips and Phoenix have delivered. This is dark, Joker IS dark and you will fall in love with the villain as you should. The bad guys are always more romantic anyway.",0.13529411764705884
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",10,3 oct 2019,"Let me start off by saying if Joaquin Phoneix doesn't get his Oscar for this movie. Then the Oscars should be cancelled. Phoneix is amazing as you might've heard from every review ever! But Todd Phillips. Is at his best here. The story lines he takes and visuals are just breathtaking. The score!! Omg the Score! Every time that score came on, I felt very uncomfortable, like something horrible was about to happen. It was GREAT. The Inspirations from Taxi Driver and King of Comedy are there, and add so much for the movie. And I got to be honest. There are scenes that are very violent. And its disturbing. But I honestly expected it to be WAYYYY more violent from all the controversy going on. Overall this movie was GREAT. Come Oscar season, it needs to be nominated for Best Picture, ScreenPlay, Cinematography, Actor, Score and Director",0.1625
86. Guasón,N/A,Tiempo de ejecución,2019,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",7,8 ene 2020,"Do not really understand all the tens here. Sure, a good movie, good acting, nice shooting. But the plot is not so intriguing. At times it is really long and somewhat boring. I needed to double-check the genre to see if this is a drama or what. Crime, drama, thriller it said. I would put it maybe 90% in the drama and rest in thriller.

I miss more dialogue, more depth, more substance. The plot is really not more then a somewhat crazy person becoming a bit crazier. Sure there is an undertone in that it is society and the system and the mean character of people that is bringing him down and creating the evil beast which later wants to destroy everything. Absolutely, but I think it is not intriguing story and plot and dialogue enough to give this a ten.

Worthy of watching, yes. But not amazing",0.0666170634920635
87. Érase una vez en América,N/A,Tiempo de ejecución,1984,"Robert De Niro, James Woods, Elizabeth McGovern",9,20 ene 2020,"Make sure you watch the 220 minute version which is perfect. The butchered 139 minute version should never have been released and the added faded clips in the much longer 269 minute version aren't worth it.

It's not an easy watch. The story builds patiently and jumps back and forth in time, spanning three generations. It's not the usual gangster flick, but a tale of forgiveness, betrayal, greed and nostalgia. The sets, the fantastic score by Morricone, De Niro at the pinnacle of his career.

A beautiful epic swan song by the master Sergio Leone this is.",0.3533333333333334
87. Érase una vez en América,N/A,Tiempo de ejecución,1984,"Robert De Niro, James Woods, Elizabeth McGovern",8,21 may 2023,"Oh, how to feel about this movie?

I was mostly riveted by it, let's get that out of the way. It's gorgeous to look at with those Sergio Leone compositions, and gorgeous to listen to with that Ennio Morricone score. Like so many of Leone's films, it has a plaintive, nostalgic glow to it that makes you ache emotionally without even knowing exactly what you're aching for.

And there's where I get conflicted with this movie. The character created by Robert De Niro is a repulsive human being. He murders, he rapes. The film cannot be forgiven for the way it handles rape. In one instance, the woman treats it like it was a naughty prank and comes back to fondle the rapist and his buddies in a scene played for laughs. In the other instance, the film at least has the decency to make it seem like something traumatic to the woman, but that woman is Elizabeth McGovern, who reappears later in the film and acts like she's full of regret over the relationship she and De Niro were denied, despite the fact that that relationship consisted almost entirely of him just stalking her and then taking her against her will in the back of a car when she tells him she's leaving for California to become an actress. We follow Robert De Niro both as a young man and as an older man looking back ruefully on his life, but we don't sense that he regrets any of the things he actually did. He just regrets what he lost. It's like he's sad that his days of murdering and raping without consequence are over, and that elegiac Sergio Leone tone left me wondering, what exactly are we supposed to be feeling nostalgic about?

So I guess I understand both people who think this movie is something great and those who think it's reprehensible. I guess it's proof that things can be many things at once.

Grade: A.",0.0907738095238095
87. Érase una vez en América,N/A,Tiempo de ejecución,1984,"Robert De Niro, James Woods, Elizabeth McGovern",8,20 ene 2025,"Because there is an even longer director's cut and a short 130 minute version which was the version initially released in America, and is incomprehensible.

The film traces the lives of four Jewish gangsters from a New York City ghetto through 60 years of 20th century history in an odd way. It focuses on three time periods - 1920 when the gang is in their teens, 1932-1933 as prohibition ends, and 1968 when Noodles (Robert DeNiro) returns to New York as an old man after he gets a letter saying his true identity has been uncovered. Noodles has been living with regret this past 35 years, because he feels responsible for his gang having been killed by the police back in 1933. He wonders if someone is planning to settle an old score with him.

The Godfather this is not. There are no family ties binding any of these characters together, and they are extremely unlikeable and only vaguely characterized. Only Noodles is humanized even a little bit, and then he ruins that by turning out to be a rapist as well as covering the requisite thief/murderer territory that comes with being a gangster.

What does it do right? The cinematography by Tonino Delli Colli captures the gritty vibrancy of New York's Lower East Side, the glitz of the Prohibition era, and the melancholic decay of the 1960s. There is great attention to period detail, from costumes to production design, immersing the viewer in each era. Then there is that memorable score. As for the acting, De Niro shows the versatility that he always does, and James Woods as Noodles' best friend and gangster ally Max plays the part as ambitious and cunning. Plus Woods always injects just a little bit of crazy int his performances.

What did it do wrong? Leone's last film has the same problem with editing that Scorsese has had with his later films. It's just too long and has lots of side stories about union bosses and strikes that add nothing to the narrative. Finally, there are a total of two rapes in this film, with one of them actually being played for laughs. Leone did this in ""Duck You Sucker"" and caused me to lose all sympathy for Rod Steiger's character as a result. Does Leone not get how such crimes are received in the United States?

Overall this film actually transcends the gangster genre. It's not about family or the gangster lifestyle. It's about the passing of time, guilt/regret, memory, friendship and growing old. It's also just as much a mystery as it is a mafia movie, as there is much debate as to whether or not anything that happens in the 1968 segment is even real or is it a heroin induced dream of Noodles as he tries to forget his part in the death of his friends by getting doped up in an opium den. I'd say - You decide. It could go either way.",0.028711219336219326
87. Érase una vez en América,N/A,Tiempo de ejecución,1984,"Robert De Niro, James Woods, Elizabeth McGovern",10,5 nov 2013,"... Directors of all time. Let's start with a story. Many years ago, when your grandfather was still a boy, a failed, beaten-down actor named Clint Eastwood packed up his horse and saddle (speaking metaphorically here), left Hollywood forever (or so he thought) and headed out to Europe to pick up cash wherever he could. He ended up doing a film in Italy for an almost-unknown director named Sergio Leone and an almost-unknown sound guy named Ennio Morricone. The film was (as history would later record) an ""Italian Western,"" that is, as the iconic western drama was all but disappearing in the US, it was being ""re-imagined"" by Italian writers and directors, and then filmed in Italy, using mainly Italian actors. On the set, Eastwood spoke in English and everyone else spoke in Italian. (Dubbing later fixed all that). Filming now over, Eastwood took his cash and left. Weeks later, in a bar in another part of Europe, he overheard mention that a certain film was the leading box office attraction on the continent. The name sounded familiar but, frankly, during production, a final name for the film he'd just done had not even been selected. He investigated. Yes, this was the film he had just completed, now titled A FISTFUL OF DOLLARS. The rest is history. Sort of. Two sequels were done with Eastwood playing the same character. Monster hits.

By this point the critics began to acknowledge not only Clint, but also the man behind the camera, Leone, who was one of the most promising directors of the era. HE DID THINGS WITH THE CAMERA THAT NO ONE HAS DONE BEFORE OR SINCE, especially his use of closeups, especially his ability to match powerful emotional orchestrals to key scenes. The fourth film in the series, done by Leone but by this time lacking Eastwood, was ONCE UPON A TIME IN THE WEST. (Eastwood meanwhile had returned to America as a major celebrity, formed his own production company, Malpaso, and over time became a director as well as the #1 box office star. Over the course of his career, Eastwood subtly voiced his distaste for Leone's work by scrupulously avoiding all Leone's trademark camera angles, even in his westerns!)

Back to Leone. While he lent his name to a handful of oddball productions, the last passionate work he left behind as his legacy was this film. OMG. What a film. Showcasing not only Leone's talent behind the camera, but also his musical magic as well as his ability to tell a complex tale like no one before him. It was by and large produced in obscure locations in NA, and the performances of the players, especially James Woods, and also de Niro, could possibly rank even today as the best they have ever given. (Also a performance from a young and charismatic Jennifer Connolly that by itself is worth the price of the ticket)

The film is magical. But here is the catch. Very few people have ever seen it. Even people who ""think"" they have seen it, really have not. The studio behind the film went berserk when they saw the length and, fearful of losing dollars when they could be changing reels and selling more tickets, they brought in a butcher to shorten it. Now maybe the new editor was not a butcher by trade, but he was sure one by disposition. The late Roger Ebert said that, in his career, this was the most abusive re-edit he had ever seen. The actual film, the one that Leone left, was not seen until years later when the director's version surfaced. It is astounding. It is magical. It is one of the best films ever made. It is a must see. ((Designated ""IMDb Top Reviewer."" Please check out my list ""167+ Nearly-Perfect Movies (with the occasional Anime or TV miniseries) you can/should see again and again (1932 to the present))",0.086982653496738
87. Érase una vez en América,N/A,Tiempo de ejecución,1984,"Robert De Niro, James Woods, Elizabeth McGovern",10,18 sep 2004,"Many people compare ""Once Upon a Time in America"" with ""The Godfather"". In my opinion these two movies can't be compared. Both are masterpieces in their own way, but each of them has a different style. You don't compare a Picasso to Michelangelo's Sixteen Chapel either, do you?

What is it that makes this movie a masterpiece? Well, first of all there is the director. Sergio Leone is a real master when it comes to creating a special atmosphere, full of mystery, surprises and drama... He's one of the few directors who understands the art of cutting a movie in such a way that you stay focused until the end.

The way the movie was cut is also the reason why a lot of Americans don't think this movie is very special. There are three versions, but only the European version is how the director imagined it to be. He didn't want his movie to be shown in chronological order (1910's - 1930's - 1960's), but wanted to mix these three periods of time. The studio cut the movie in chronological order, loosing a lot of its originality and therefor getting a lot of bad critics. If you want to see this film the way Sergio Leone saw it, you have to make sure you get the director's cut.

The second reason why this movie is so great is the music. Ennio Morricone, who is seen as the greatest writer of film music ever, did an excellent job. Together with the images, the music speaks for itself in this movie. From time to time there isn't said a word, but the music and the images on their own tell the story. He understood perfectly what Sergio Leone wanted and composed most of the music even before the movie was shot.

Last but not least there is also the acting and the script. The actors all did an excellent job. But what else can you expect from actors like Robert De Niro, Joe Pesci... They helped making this movie as great as it is by putting there best effort in it. The script helped them with it. It took twelve years to complete, but it hasn't left any detail untouched. The writers really thought of everything when creating it.

I can really recommend this movie to everyone, but especially to people who like the gangster genre. When you want to see the movie, you better be sure that you will have the time for it. This isn't a movie that is finished after 90 minutes. You'll have to be able to stay focused during 3 hours and 47 minutes, which will certainly not be easy during the first 20 to 30 minutes. Some scenes at the beginning only make sense when you have seen the end of the movie. But when you are able to stay focused, you'll find this one of the best movies you've ever seen. I certainly did and I rewarded it with a well deserved 10/10.",0.30270562770562764
